DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
3/13/2013,1.249,6.2137
3/14/2013,1.2495,6.2145
3/15/2013,1.2485,6.2133
3/18/2013,1.2494,6.2156
3/19/2013,1.2518,6.2154
3/20/2013,1.2514,6.2117
3/21/2013,1.2488,6.2141
3/22/2013,1.2486,6.212
3/25/2013,1.2443,6.2105
3/26/2013,1.2408,6.2108
3/27/2013,1.2432,6.2138
3/28/2013,1.2406,6.2143
3/29/2013,1.24,6.2108
4/1/2013,1.2401,6.2078
4/2/2013,1.2387,6.1992
4/3/2013,1.2375,6.1962
4/4/2013,1.2416,6.2005
4/5/2013,1.2404,6.2005
4/8/2013,1.2414,6.2031
4/9/2013,1.2391,6.2022
4/10/2013,1.2374,6.1938
4/11/2013,1.2367,6.1961
4/12/2013,1.2366,6.1914
4/15/2013,1.2364,6.1866
4/16/2013,1.2355,6.1824
4/17/2013,1.2354,6.172
4/18/2013,1.2355,6.1811
4/19/2013,1.2369,6.1772
4/22/2013,1.2402,6.1823
4/23/2013,1.2415,6.179
4/24/2013,1.2434,6.1782
4/25/2013,1.2393,6.1707
4/26/2013,1.2364,6.1647
4/29/2013,1.2339,6.1647
4/30/2013,1.232,6.1647
5/1/2013,1.2331,6.1647
5/2/2013,1.235,6.156
5/3/2013,1.2341,6.1555
5/6/2013,1.2313,6.1665
5/7/2013,1.233,6.1539
5/8/2013,1.2274,6.141
5/9/2013,1.2291,6.1306
5/10/2013,1.2389,6.1415
5/13/2013,1.2413,6.1465
5/14/2013,1.2425,6.1426
5/15/2013,1.2472,6.1454
5/16/2013,1.2502,6.1487
5/17/2013,1.2568,6.141
5/20/2013,1.256,6.1386
5/21/2013,1.2602,6.1353
5/22/2013,1.2663,6.1309
5/23/2013,1.263,6.1337
5/24/2013,1.2645,6.1311
5/27/2013,ND,ND
5/28/2013,1.2684,6.1213
5/29/2013,1.2664,6.1264
5/30/2013,1.2604,6.1307
5/31/2013,1.2641,6.134
6/3/2013,1.2501,6.1312
6/4/2013,1.2534,6.1285
6/5/2013,1.2484,6.1276
6/6/2013,1.2454,6.1359
6/7/2013,1.2464,6.1333
6/10/2013,1.258,6.1333
6/11/2013,1.2564,6.1333
6/12/2013,1.2516,6.1333
6/13/2013,1.251,6.1341
6/14/2013,1.2515,6.1306
6/17/2013,1.2546,6.1248
6/18/2013,1.2616,6.1283
6/19/2013,1.2564,6.1264
6/20/2013,1.2745,6.1277
6/21/2013,1.2768,6.1328
6/24/2013,1.2777,6.1441
6/25/2013,1.2688,6.1448
6/26/2013,1.2725,6.1468
6/27/2013,1.2672,6.1488
6/28/2013,1.2682,6.1374
7/1/2013,1.2634,6.1325
7/2/2013,1.2694,6.1327
7/3/2013,1.2719,6.1301
7/4/2013,ND,ND
7/5/2013,1.2811,6.1324
7/8/2013,1.2807,6.1337
7/9/2013,1.2801,6.1293
7/10/2013,1.275,6.1336
7/11/2013,1.2614,6.135
7/12/2013,1.2627,6.1373
7/15/2013,1.2641,6.1373
7/16/2013,1.2602,6.1345
7/17/2013,1.2613,6.1351
7/18/2013,1.2677,6.1408
7/19/2013,1.2644,6.1377
7/22/2013,1.2605,6.1404
7/23/2013,1.2645,6.1369
7/24/2013,1.2678,6.1358
7/25/2013,1.2675,6.1346
7/26/2013,1.2647,6.1316
7/29/2013,1.2661,6.1323
7/30/2013,1.2696,6.1315
7/31/2013,1.2746,6.1284
8/1/2013,1.2754,6.1302
8/2/2013,1.2718,6.1293
8/5/2013,1.27,6.1245
8/6/2013,1.2681,6.1215
8/7/2013,1.2674,6.119
8/8/2013,1.2591,6.1207
8/9/2013,1.2572,6.1217
8/12/2013,1.261,6.1218
8/13/2013,1.2678,6.1217
8/14/2013,1.2705,6.1191
8/15/2013,1.2728,6.1123
8/16/2013,1.2702,6.1145
8/19/2013,1.2759,6.1227
8/20/2013,1.2735,6.1241
8/21/2013,1.2789,6.1229
8/22/2013,1.2808,6.1206
8/23/2013,1.2793,6.12
8/26/2013,1.2812,6.1202
8/27/2013,1.2831,6.1212
8/28/2013,1.2777,6.1202
8/29/2013,1.2749,6.1203
8/30/2013,1.2758,6.1193
9/2/2013,ND,ND
9/3/2013,1.2777,6.1204
9/4/2013,1.273,6.1199
9/5/2013,1.2803,6.1194
9/6/2013,1.2732,6.1202
9/9/2013,1.2701,6.1209
9/10/2013,1.2685,6.1195
9/11/2013,1.2675,6.1183
9/12/2013,1.267,6.1178
9/13/2013,1.2685,6.1186
9/16/2013,1.2605,6.1198
9/17/2013,1.2586,6.1213
9/18/2013,1.2592,6.121
9/19/2013,1.2469,6.121
9/20/2013,1.251,6.121
9/23/2013,1.2501,6.1201
9/24/2013,1.2533,6.1208
9/25/2013,1.2529,6.119
9/26/2013,1.2546,6.1194
9/27/2013,1.2556,6.1179
9/30/2013,1.2547,6.12
10/1/2013,1.252,6.12
10/2/2013,1.2492,6.12
10/3/2013,1.2487,6.12
10/4/2013,1.2464,6.12
10/7/2013,1.2479,6.12
10/8/2013,1.2491,6.1206
10/9/2013,1.2504,6.1209
10/10/2013,1.2482,6.1156
10/11/2013,1.2466,6.1204
10/14/2013,ND,ND
10/15/2013,1.2425,6.1026
10/16/2013,1.2457,6.0996
10/17/2013,1.2399,6.098
10/18/2013,1.2374,6.0966
10/21/2013,1.2417,6.0924
10/22/2013,1.2361,6.0925
10/23/2013,1.2383,6.0833
10/24/2013,1.237,6.0815
10/25/2013,1.2365,6.0838
10/28/2013,1.2383,6.0853
10/29/2013,1.239,6.0897
10/30/2013,1.2366,6.0936
10/31/2013,1.2402,6.0943
11/1/2013,1.2434,6.0993
11/4/2013,1.2424,6.098
11/5/2013,1.2432,6.0966
11/6/2013,1.2425,6.0925
11/7/2013,1.2443,6.0906
11/8/2013,1.2463,6.0903
11/11/2013,ND,ND
11/12/2013,1.2508,6.0917
11/13/2013,1.2473,6.0926
11/14/2013,1.2479,6.092
11/15/2013,1.2466,6.092
11/18/2013,1.2457,6.0918
11/19/2013,1.2446,6.0924
11/20/2013,1.2449,6.0925
11/21/2013,1.2495,6.0914
11/22/2013,1.2499,6.0935
11/25/2013,1.2522,6.0916
11/26/2013,1.2534,6.0925
11/27/2013,1.2548,6.0922
11/28/2013,ND,ND
11/29/2013,1.2548,6.0922
12/2/2013,1.256,6.0927
12/3/2013,1.2531,6.0914
12/4/2013,1.2557,6.0913
12/5/2013,1.2532,6.0903
12/6/2013,1.2512,6.0815
12/9/2013,1.2493,6.0643
12/10/2013,1.2489,6.0705
12/11/2013,1.251,6.0712
12/12/2013,1.2558,6.071
12/13/2013,1.2554,6.071
12/16/2013,1.255,6.0713
12/17/2013,1.2574,6.0707
12/18/2013,1.2596,6.0713
12/19/2013,1.267,6.0711
12/20/2013,1.2666,6.0711
12/23/2013,1.2681,6.0697
12/24/2013,1.2684,6.0712
12/25/2013,ND,ND
12/26/2013,1.2689,6.0744
12/27/2013,1.2675,6.0684
12/30/2013,1.2671,6.0617
12/31/2013,1.2622,6.0537
1/1/2014,ND,ND
1/2/2014,1.2666,6.0504
1/3/2014,1.2661,6.0505
1/6/2014,1.2678,6.0524
1/7/2014,1.2711,6.0507
1/8/2014,1.2717,6.051
1/9/2014,1.2712,6.054
1/10/2014,1.2659,6.0519
1/13/2014,1.2647,6.0432
1/14/2014,1.2678,6.0402
1/15/2014,1.273,6.0459
1/16/2014,1.2722,6.0555
1/17/2014,1.2743,6.05
1/20/2014,ND,ND
1/21/2014,1.2783,6.0503
1/22/2014,1.2792,6.0508
1/23/2014,1.2781,6.0515
1/24/2014,1.2789,6.0486
1/27/2014,1.2757,6.0478
1/28/2014,1.275,6.0506
1/29/2014,1.2753,6.0554
1/30/2014,1.2746,6.06
1/31/2014,1.2772,6.059
2/3/2014,1.2755,6.06
2/4/2014,1.2678,6.06
2/5/2014,1.2675,6.06
2/6/2014,1.2676,6.06
2/7/2014,1.2673,6.0629
2/10/2014,1.2701,6.0591
2/11/2014,1.2673,6.0601
2/12/2014,1.2664,6.0614
2/13/2014,1.2654,6.0631
2/14/2014,1.2602,6.0666
2/17/2014,ND,ND
2/18/2014,1.2602,6.0671
2/19/2014,1.2604,6.0762
2/20/2014,1.2653,6.0832
2/21/2014,1.2671,6.0912
2/24/2014,1.2637,6.0982
2/25/2014,1.2629,6.1243
2/26/2014,1.2663,6.1243
2/27/2014,1.2638,6.1279
2/28/2014,1.2669,6.1448
3/3/2014,1.2709,6.146
3/4/2014,1.2689,6.143
3/5/2014,1.27,6.128
3/6/2014,1.263,6.1183
3/7/2014,1.2682,6.1258
3/10/2014,1.2686,6.1383
3/11/2014,1.2665,6.1397
3/12/2014,1.2677,6.1448
3/13/2014,1.2658,6.1359
3/14/2014,1.2648,6.15
3/17/2014,1.2647,6.1779
3/18/2014,1.2637,6.1918
3/19/2014,1.2663,6.1934
3/20/2014,1.2774,6.2273
3/21/2014,1.2745,6.2248
3/24/2014,1.2712,6.1956
3/25/2014,1.2694,6.201
3/26/2014,1.2677,6.2084
3/27/2014,1.2645,6.2123
3/28/2014,1.2593,6.2117
3/31/2014,1.2583,6.2164
4/1/2014,1.2589,6.2064
4/2/2014,1.2619,6.2054
4/3/2014,1.2633,6.2102
4/4/2014,1.2596,6.2118
4/7/2014,1.2602,6.2118
4/8/2014,1.2527,6.1966
4/9/2014,1.2473,6.2003
4/10/2014,1.2481,6.2123
4/11/2014,1.2481,6.2111
4/14/2014,1.2518,6.2186
4/15/2014,1.2534,6.2215
4/16/2014,1.2504,6.2204
4/17/2014,1.2507,6.2188
4/18/2014,1.2524,6.224
4/21/2014,1.2526,6.2269
4/22/2014,1.2559,6.2373
4/23/2014,1.257,6.2374
4/24/2014,1.2583,6.2484
4/25/2014,1.2563,6.2534
4/28/2014,1.2566,6.252
4/29/2014,1.2551,6.2578
4/30/2014,1.2553,6.2591
5/1/2014,1.2525,6.2591
5/2/2014,1.2539,6.2591
5/5/2014,1.2499,6.2453
5/6/2014,1.2472,6.2255
5/7/2014,1.2485,6.2349
5/8/2014,1.246,6.2272
5/9/2014,1.2482,6.227
5/12/2014,1.2506,6.2364
5/13/2014,1.2516,6.2283
5/14/2014,1.2496,6.2282
5/15/2014,1.2521,6.2291
5/16/2014,1.2509,6.2327
5/19/2014,1.2492,6.2368
5/20/2014,1.252,6.2377
5/21/2014,1.2524,6.2335
5/22/2014,1.2515,6.2348
5/23/2014,1.2524,6.2363
5/26/2014,ND,ND
5/27/2014,1.2564,6.2471
5/28/2014,1.2554,6.2535
5/29/2014,1.2551,6.2375
5/30/2014,1.2543,6.2471
6/2/2014,1.2564,6.2471
6/3/2014,1.2568,6.2536
6/4/2014,1.2572,6.2494
6/5/2014,1.2555,6.2548
6/6/2014,1.2514,6.2498
6/9/2014,1.2499,6.2397
6/10/2014,1.2498,6.224
6/11/2014,1.2499,6.2277
6/12/2014,1.248,6.2175
6/13/2014,1.2507,6.209
6/16/2014,1.2504,6.225
6/17/2014,1.2537,6.2263
6/18/2014,1.2518,6.2309
6/19/2014,1.2497,6.2287
6/20/2014,1.2501,6.224
6/23/2014,1.2486,6.225
6/24/2014,1.2492,6.2308
6/25/2014,1.2496,6.2343
6/26/2014,1.25,6.2235
6/27/2014,1.2497,6.218
6/30/2014,1.2465,6.2036
7/1/2014,1.2454,6.1995
7/2/2014,1.2472,6.2101
7/3/2014,1.2465,6.2115
7/4/2014,ND,ND
7/7/2014,1.2466,6.2036
7/8/2014,1.2431,6.201
7/9/2014,1.2418,6.1994
7/10/2014,1.2419,6.2023
7/11/2014,1.2409,6.2034
7/14/2014,1.2412,6.2059
7/15/2014,1.2437,6.2075
7/16/2014,1.2425,6.2035
7/17/2014,1.2427,6.2033
7/18/2014,1.241,6.2075
7/21/2014,1.2394,6.2088
7/22/2014,1.2397,6.2025
7/23/2014,1.2376,6.1982
7/24/2014,1.2405,6.1944
7/25/2014,1.2413,6.1913
7/28/2014,1.2413,6.187
7/29/2014,1.2429,6.18
7/30/2014,1.2454,6.1712
7/31/2014,1.2466,6.1737
8/1/2014,1.2469,6.1793
8/4/2014,1.2461,6.178
8/5/2014,1.2481,6.1705
8/6/2014,1.249,6.1625
8/7/2014,1.2508,6.1618
8/8/2014,1.2514,6.1557
8/11/2014,1.2499,6.1528
8/12/2014,1.251,6.1575
8/13/2014,1.2495,6.1531
8/14/2014,1.245,6.1575
8/15/2014,1.2455,6.147
8/18/2014,1.2444,6.1425
8/19/2014,1.2471,6.1425
8/20/2014,1.2497,6.1395
8/21/2014,1.2493,6.151
8/22/2014,1.2491,6.151
8/25/2014,1.2502,6.154
8/26/2014,1.2497,6.1522
8/27/2014,1.247,6.143
8/28/2014,1.2488,6.1423
8/29/2014,1.2485,6.143
9/1/2014,ND,ND
9/2/2014,1.2538,6.148
9/3/2014,1.2522,6.1408
9/4/2014,1.2555,6.1383
9/5/2014,1.2533,6.14
9/8/2014,1.2564,6.14
9/9/2014,1.2627,6.1362
9/10/2014,1.2626,6.1284
9/11/2014,1.263,6.1295
9/12/2014,1.2631,6.1344
9/15/2014,1.2636,6.1415
9/16/2014,1.2593,6.1459
9/17/2014,1.2644,6.1385
9/18/2014,1.2678,6.14
9/19/2014,1.2662,6.1403
9/22/2014,1.2693,6.14
9/23/2014,1.2684,6.1368
9/24/2014,1.2672,6.1346
9/25/2014,1.2687,6.1355
9/26/2014,1.2737,6.1266
9/29/2014,1.2734,6.1495
9/30/2014,1.2754,6.138
10/1/2014,1.2728,6.138
10/2/2014,1.2713,6.138
10/3/2014,1.2812,6.1385
10/6/2014,1.2771,6.1385
10/7/2014,1.2756,6.1385
10/8/2014,1.2783,6.1385
10/9/2014,1.2712,6.1299
10/10/2014,1.273,6.1308
10/13/2014,ND,ND
10/14/2014,1.275,6.125
10/15/2014,1.2726,6.1249
10/16/2014,1.273,6.123
10/17/2014,1.2752,6.1238
10/20/2014,1.2708,6.1233
10/21/2014,1.271,6.1205
10/22/2014,1.2719,6.118
10/23/2014,1.2747,6.119
10/24/2014,1.2753,6.1168
10/27/2014,1.2746,6.116
10/28/2014,1.2723,6.113
10/29/2014,1.2705,6.1107
10/30/2014,1.2767,6.114
10/31/2014,1.2854,6.1124
11/3/2014,1.2909,6.1178
11/4/2014,1.289,6.115
11/5/2014,1.2933,6.1135
11/6/2014,1.2945,6.1117
11/7/2014,1.292,6.1225
11/10/2014,1.2917,6.119
11/11/2014,ND,ND
11/12/2014,1.2892,6.1257
11/13/2014,1.2909,6.1243
11/14/2014,1.2979,6.129
11/17/2014,1.298,6.1242
11/18/2014,1.2962,6.1208
11/19/2014,1.3057,6.119
11/20/2014,1.3008,6.123
11/21/2014,1.2981,6.1244
11/24/2014,1.3035,6.1412
11/25/2014,1.3016,6.1355
11/26/2014,1.2982,6.1386
11/27/2014,ND,ND
11/28/2014,1.3036,6.1429
12/1/2014,1.305,6.1515
12/2/2014,1.3095,6.149
12/3/2014,1.3111,6.1499
12/4/2014,1.3108,6.1541
12/5/2014,1.3219,6.1497
12/8/2014,1.3193,6.1725
12/9/2014,1.3145,6.1855
12/10/2014,1.3106,6.1763
12/11/2014,1.3147,6.1881
12/12/2014,1.3123,6.1864
12/15/2014,1.3122,6.19
12/16/2014,1.3046,6.189
12/17/2014,1.3072,6.1957
12/18/2014,1.3128,6.2139
12/19/2014,1.3169,6.2196
12/22/2014,1.3187,6.2213
12/23/2014,1.3219,6.2256
12/24/2014,1.3235,6.2148
12/25/2014,ND,ND
12/26/2014,ND,ND
12/29/2014,1.3226,6.2222
12/30/2014,1.321,6.2015
12/31/2014,1.3244,6.2046
1/1/2015,ND,ND
1/2/2015,1.3303,6.2046
1/5/2015,1.3354,6.2201
1/6/2015,1.3319,6.2125
1/7/2015,1.3412,6.2127
1/8/2015,1.336,6.2143
1/9/2015,1.3337,6.2085
1/12/2015,1.3341,6.2027
1/13/2015,1.334,6.197
1/14/2015,1.3332,6.1957
1/15/2015,1.3291,6.187
1/16/2015,1.3264,6.2065
1/19/2015,ND,ND
1/20/2015,1.3377,6.2137
1/21/2015,1.3346,6.2112
1/22/2015,1.3357,6.2085
1/23/2015,1.344,6.2279
1/26/2015,1.3418,6.2535
1/27/2015,1.3388,6.243
1/28/2015,1.3509,6.2475
1/29/2015,1.3533,6.2463
1/30/2015,1.3537,6.2495
2/2/2015,1.3513,6.2594
2/3/2015,1.3469,6.2573
2/4/2015,1.3472,6.2472
2/5/2015,1.3449,6.2516
2/6/2015,1.3513,6.2417
2/9/2015,1.354,6.2467
2/10/2015,1.3553,6.2405
2/11/2015,1.3609,6.2422
2/12/2015,1.3556,6.244
2/13/2015,1.3543,6.2399
2/16/2015,ND,ND
2/17/2015,1.356,6.2546
2/18/2015,1.3603,6.2546
2/19/2015,1.3576,6.2546
2/20/2015,1.3591,6.2546
2/23/2015,1.3583,6.2546
2/24/2015,1.3591,6.2546
2/25/2015,1.354,6.2591
2/26/2015,1.3561,6.2584
2/27/2015,1.3614,6.2695
3/2/2015,1.365,6.272
3/3/2015,1.3616,6.2741
3/4/2015,1.3678,6.2701
3/5/2015,1.3713,6.2658
3/6/2015,1.3789,6.262
3/9/2015,1.3792,6.2635
3/10/2015,1.388,6.2615
3/11/2015,1.3862,6.2613
3/12/2015,1.3793,6.2614
3/13/2015,1.391,6.2585
3/16/2015,1.3892,6.262
3/17/2015,1.3894,6.249
3/18/2015,1.3895,6.2289
3/19/2015,1.3896,6.1955
3/20/2015,1.3823,6.2037
3/23/2015,1.3669,6.2135
3/24/2015,1.3678,6.2046
3/25/2015,1.3678,6.2116
3/26/2015,1.3678,6.2103
3/27/2015,1.3682,6.2145
3/30/2015,1.375,6.2065
3/31/2015,1.3721,6.199
4/1/2015,1.3634,6.1976
4/2/2015,1.3575,6.1968
4/3/2015,1.3492,6.193
4/6/2015,1.3507,6.193
4/7/2015,1.3593,6.1955
4/8/2015,1.3546,6.202
4/9/2015,1.3583,6.205
4/10/2015,1.3668,6.2082
4/13/2015,1.3731,6.2152
4/14/2015,1.359,6.2113
4/15/2015,1.3605,6.2037
4/16/2015,1.3536,6.1947
4/17/2015,1.3467,6.1976
4/20/2015,1.3477,6.2014
4/21/2015,1.3499,6.201
4/22/2015,1.3461,6.1927
4/23/2015,1.3447,6.1975
4/24/2015,1.3315,6.193
4/27/2015,1.3276,6.2185
4/28/2015,1.318,6.2035
4/29/2015,1.3171,6.1989
4/30/2015,1.3261,6.2018
5/1/2015,1.3293,6.2018
5/4/2015,1.3329,6.2085
5/5/2015,1.46619,6.2058
5/6/2015,1.3243,6.2001
5/7/2015,1.3331,6.2063
5/8/2015,1.329,6.2084
5/11/2015,1.3361,6.2086
5/12/2015,1.3336,6.2086
5/13/2015,1.3239,6.2043
5/14/2015,1.3199,6.2013
5/15/2015,1.3195,6.2051
5/18/2015,1.3258,6.2041
5/19/2015,1.3348,6.2064
5/20/2015,1.338,6.2036
5/21/2015,1.3362,6.1958
5/22/2015,1.336,6.1972
5/25/2015,ND,ND
5/26/2015,1.3484,6.2038
5/27/2015,1.3525,6.2011
5/28/2015,1.3531,6.2002
5/29/2015,1.3478,6.198
6/1/2015,1.3545,6.1985
6/2/2015,1.3487,6.198
6/3/2015,1.3411,6.1976
6/4/2015,1.3478,6.2006
6/5/2015,1.3572,6.2024
6/8/2015,1.357,6.2053
6/9/2015,1.3512,6.2047
6/10/2015,1.3414,6.2055
6/11/2015,1.3469,6.2065
6/12/2015,1.343,6.2081
6/15/2015,1.3462,6.208
6/16/2015,1.3436,6.2085
6/17/2015,1.3478,6.2086
6/18/2015,1.3316,6.2075
6/19/2015,1.3359,6.2085
6/22/2015,1.3346,6.2085
6/23/2015,1.3404,6.2066
6/24/2015,1.3453,6.2061
6/25/2015,1.3433,6.2084
6/26/2015,1.3486,6.208
6/29/2015,1.3471,6.2085
6/30/2015,1.3469,6.2
7/1/2015,1.3517,6.2008
7/2/2015,1.349,6.2044
7/3/2015,ND,ND
7/6/2015,1.3488,6.2089
7/7/2015,1.3568,6.2097
7/8/2015,1.3508,6.2087
7/9/2015,1.3512,6.2086
7/10/2015,1.3497,6.2092
7/13/2015,1.3572,6.2081
7/14/2015,1.361,6.2088
7/15/2015,1.3662,6.2082
7/16/2015,1.3652,6.2094
7/17/2015,1.3665,6.2085
7/20/2015,1.3704,6.2095
7/21/2015,1.3635,6.2095
7/22/2015,1.3664,6.2093
7/23/2015,1.3688,6.2091
7/24/2015,1.3716,6.2095
7/27/2015,1.3668,6.2091
7/28/2015,1.3636,6.2084
7/29/2015,1.3658,6.2089
7/30/2015,1.3753,6.2096
7/31/2015,1.3694,6.2097
8/3/2015,1.3775,6.2087
8/4/2015,1.3775,6.2086
8/5/2015,1.3852,6.2096
8/6/2015,1.3835,6.2096
8/7/2015,1.3851,6.2087
8/10/2015,1.383,6.2094
8/11/2015,1.4038,6.3232
8/12/2015,1.403,6.3845
8/13/2015,1.398,6.3982
8/14/2015,1.4047,6.3908
8/17/2015,1.4063,6.3937
8/18/2015,1.4055,6.3928
8/19/2015,1.4058,6.3956
8/20/2015,1.4028,6.3875
8/21/2015,1.4041,6.3887
8/24/2015,1.4092,6.4029
8/25/2015,1.4006,6.4122
8/26/2015,1.406,6.4083
8/27/2015,1.3982,6.4053
8/28/2015,1.409,6.389
8/31/2015,1.4118,6.376
9/1/2015,1.4125,6.363
9/2/2015,1.4165,6.3544
9/3/2015,1.4169,6.3549
9/4/2015,1.4221,6.3549
9/7/2015,ND,ND
9/8/2015,1.4184,6.3657
9/9/2015,1.4149,6.3768
9/10/2015,1.4132,6.377
9/11/2015,1.4144,6.3735
9/14/2015,1.4062,6.3664
9/15/2015,1.4028,6.3685
9/16/2015,1.397,6.3694
9/17/2015,1.398,6.3645
9/18/2015,1.396,6.3628
9/21/2015,1.4096,6.3676
9/22/2015,1.4177,6.375
9/23/2015,1.4276,6.3836
9/24/2015,1.4249,6.3818
9/25/2015,1.4234,6.3737
9/28/2015,1.4278,6.3685
9/29/2015,1.4273,6.3621
9/30/2015,1.4234,6.3556
10/1/2015,1.4289,6.3559
10/2/2015,1.4337,6.3559
10/5/2015,1.4194,6.3559
10/6/2015,1.4213,6.3559
10/7/2015,1.4094,6.3559
10/8/2015,1.4093,6.3529
10/9/2015,1.3943,6.345
10/12/2015,ND,ND
10/13/2015,1.4009,6.3417
10/14/2015,1.3837,6.3462
10/15/2015,1.3783,6.3459
10/16/2015,1.3842,6.3523
10/19/2015,1.387,6.3591
10/20/2015,1.3901,6.348
10/21/2015,1.3939,6.3487
10/22/2015,1.3943,6.3577
10/23/2015,1.397,6.3488
10/26/2015,1.3914,6.3517
10/27/2015,1.395,6.3517
10/28/2015,1.3927,6.3581
10/29/2015,1.4043,6.3552
10/30/2015,1.4005,6.318
11/2/2015,1.4009,6.318
11/3/2015,1.3993,6.318
11/4/2015,1.4033,6.3357
11/5/2015,1.407,6.318
11/6/2015,1.42,6.318
11/9/2015,1.4218,6.3619
11/10/2015,1.4222,6.3603
11/11/2015,ND,ND
11/12/2015,1.4191,6.369
11/13/2015,1.424,6.3735
11/16/2015,1.4224,6.37
11/17/2015,1.4231,6.3771
11/18/2015,1.424,6.3834
11/19/2015,1.4129,6.3825
11/20/2015,1.413,6.3835
11/23/2015,1.4186,6.389
11/24/2015,1.4116,6.3883
11/25/2015,1.4047,6.3877
11/26/2015,ND,ND
11/27/2015,1.4135,6.3945
11/30/2015,1.4095,6.3883
12/1/2015,1.4071,6.3883
12/2/2015,1.4122,6.3883
12/3/2015,1.3982,6.3883
12/4/2015,1.3957,6.3883
12/7/2015,1.4046,6.4081
12/8/2015,1.4087,4.49134
12/9/2015,1.4048,6.427
12/10/2015,1.4011,6.4363
12/11/2015,1.412,6.4538
12/14/2015,1.4074,6.4588
12/15/2015,1.4088,6.46
12/16/2015,1.4091,6.4723
12/17/2015,1.4217,6.4822
12/18/2015,1.4115,6.48
12/21/2015,1.4076,6.4793
12/22/2015,1.4037,6.4778
12/23/2015,1.4065,6.4763
12/24/2015,1.4047,6.4758
12/25/2015,ND,ND
12/28/2015,1.4079,6.4778
12/29/2015,1.4124,6.4778
12/30/2015,1.4152,6.4896
12/31/2015,1.4166,6.4778
1/1/2016,ND,ND
1/4/2016,1.4264,6.5338
1/5/2016,1.4279,6.5219
1/6/2016,1.4356,6.5554
1/7/2016,1.4306,6.5926
1/8/2016,1.4414,6.5932
1/11/2016,1.4352,6.5675
1/12/2016,1.4381,6.57
1/13/2016,1.4338,6.57
1/14/2016,1.4372,6.5891
1/15/2016,1.4403,6.584
1/18/2016,ND,ND
1/19/2016,1.4359,6.5783
1/20/2016,1.4389,6.5781
1/21/2016,1.4347,6.5794
1/22/2016,1.4277,6.5788
1/25/2016,1.4279,6.579
1/26/2016,1.4259,6.5814
1/27/2016,1.4283,6.5773
1/28/2016,1.427,6.5744
1/29/2016,1.4241,6.5752
2/1/2016,1.4239,6.5778
2/2/2016,1.4269,6.5795
2/3/2016,1.4225,6.5765
2/4/2016,1.3953,6.5638
2/5/2016,1.4065,6.571
2/8/2016,1.4027,6.571
2/9/2016,1.397,6.571
2/10/2016,1.3943,6.571
2/11/2016,1.3881,6.571
2/12/2016,1.3961,6.571
2/15/2016,ND,ND
2/16/2016,1.4054,6.5154
2/17/2016,1.4053,6.527
2/18/2016,1.4043,6.5163
2/19/2016,1.4056,6.5202
2/22/2016,1.3995,6.5197
2/23/2016,1.4083,6.5263
2/24/2016,1.4062,6.529
2/25/2016,1.4026,6.532
2/26/2016,1.4075,6.539
2/29/2016,1.4055,6.5525
3/1/2016,1.4012,6.55
3/2/2016,1.3998,6.5499
3/3/2016,1.3895,6.5312
3/4/2016,1.3747,6.5064
3/7/2016,1.3787,6.5155
3/8/2016,1.3833,6.5044
3/9/2016,1.3787,6.5105
3/10/2016,1.3816,6.507
3/11/2016,1.3713,6.494
3/14/2016,1.3761,6.4984
3/15/2016,1.3808,6.511
3/16/2016,1.3833,6.5189
3/17/2016,1.3507,6.4745
3/18/2016,1.3569,6.4682
3/21/2016,1.3582,6.4812
3/22/2016,1.3613,6.4876
3/23/2016,1.3659,6.5035
3/24/2016,1.3707,6.5124
3/25/2016,1.3708,6.5131
3/28/2016,1.3697,6.5051
3/29/2016,1.3635,6.5063
3/30/2016,1.3515,6.4648
3/31/2016,1.3462,6.448
4/1/2016,1.3482,6.4776
4/4/2016,1.3515,6.4776
4/5/2016,1.3568,6.476
4/6/2016,1.3464,6.478
4/7/2016,1.3517,6.4599
4/8/2016,1.3475,6.4628
4/11/2016,1.3445,6.458
4/12/2016,1.3448,6.4639
4/13/2016,1.3519,6.4768
4/14/2016,1.3629,6.481
4/15/2016,1.3562,6.473
4/18/2016,1.3525,6.4717
4/19/2016,1.3366,6.4571
4/20/2016,1.3426,6.4675
4/21/2016,1.3488,6.481
4/22/2016,1.3532,6.5004
4/25/2016,1.3517,6.49
4/26/2016,1.3516,6.4905
4/27/2016,1.3505,6.494
4/28/2016,1.3469,6.4735
4/29/2016,1.3454,6.4738
5/2/2016,1.3421,6.4738
5/3/2016,1.3516,6.49
5/4/2016,1.3585,6.4945
5/5/2016,1.3588,6.5032
5/6/2016,1.359,6.497
5/9/2016,1.3688,6.514
5/10/2016,1.3693,6.515
5/11/2016,1.3654,6.491
5/12/2016,1.3725,6.514
5/13/2016,1.372,6.5285
5/16/2016,1.3686,6.5184
5/17/2016,1.3678,6.517
5/18/2016,1.3763,6.537
5/19/2016,1.3806,6.544
5/20/2016,1.3824,6.5485
5/23/2016,1.3795,6.5533
5/24/2016,1.3816,6.5552
5/25/2016,1.3793,6.5538
5/26/2016,1.3736,6.554
5/27/2016,1.3748,6.5615
5/30/2016,ND,ND
5/31/2016,1.3778,6.5798
6/1/2016,1.378,6.5748
6/2/2016,1.3747,6.5815
