DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
1/3/2000,1.6563,8.2798
1/4/2000,1.6535,8.2799
1/5/2000,1.656,8.2798
1/6/2000,1.6655,8.2797
1/7/2000,1.6625,8.2794
1/10/2000,1.6618,8.2794
1/11/2000,1.669,8.2795
1/12/2000,1.669,8.2796
1/13/2000,1.67,8.2798
1/14/2000,1.6752,8.2797
1/17/2000,ND,ND
1/18/2000,1.6735,8.2793
1/19/2000,1.6753,8.2797
1/20/2000,1.6765,8.2794
1/21/2000,1.681,8.2795
1/24/2000,1.6825,8.2789
1/25/2000,1.6867,8.2786
1/26/2000,1.695,8.2782
1/27/2000,1.693,8.2783
1/28/2000,1.71,8.2781
1/31/2000,1.701,8.2777
2/1/2000,1.699,8.2774
2/2/2000,1.6985,8.2773
2/3/2000,1.6925,8.2781
2/4/2000,1.693,8.2788
2/7/2000,1.6958,8.2788
2/8/2000,1.6968,8.2788
2/9/2000,1.6918,8.2788
2/10/2000,1.6929,8.2788
2/11/2000,1.6947,8.2788
2/14/2000,1.6975,8.2779
2/15/2000,1.696,8.2777
2/16/2000,1.7033,8.2777
2/17/2000,1.706,8.2772
2/18/2000,1.7058,8.2772
2/21/2000,ND,ND
2/22/2000,1.7085,8.2773
2/23/2000,1.714,8.278
2/24/2000,1.7165,8.278
2/25/2000,1.711,8.2786
2/28/2000,1.7185,8.2786
2/29/2000,1.7237,8.2786
3/1/2000,1.7182,8.2786
3/2/2000,1.7214,8.2787
3/3/2000,1.7253,8.2789
3/6/2000,1.7252,8.2785
3/7/2000,1.7199,8.2784
3/8/2000,1.714,8.2786
3/9/2000,1.708,8.2787
3/10/2000,1.7035,8.2785
3/13/2000,1.7068,8.2781
3/14/2000,1.7095,8.278
3/15/2000,1.715,8.2778
3/16/2000,1.712,8.2777
3/17/2000,1.7161,8.2785
3/20/2000,1.72,8.2786
3/21/2000,1.7188,8.2783
3/22/2000,1.7125,8.2783
3/23/2000,1.7115,8.2787
3/24/2000,1.716,8.2789
3/27/2000,1.716,8.2792
3/28/2000,1.715,8.2795
3/29/2000,1.7168,8.2789
3/30/2000,1.7194,8.2788
3/31/2000,1.712,8.2787
4/3/2000,1.7173,8.2786
4/4/2000,1.7183,8.2791
4/5/2000,1.716,8.2795
4/6/2000,1.715,8.2795
4/7/2000,1.7162,8.2795
4/10/2000,1.719,8.2798
4/11/2000,1.72,8.2791
4/12/2000,1.7193,8.2796
4/13/2000,1.716,8.2794
4/14/2000,1.7078,8.2794
4/17/2000,1.7069,8.2794
4/18/2000,1.699,8.279
4/19/2000,1.6992,8.2793
4/20/2000,1.6978,8.2791
4/21/2000,1.699,8.2785
4/24/2000,1.702,8.2786
4/25/2000,1.704,8.2791
4/26/2000,1.7055,8.2795
4/27/2000,1.707,8.2798
4/28/2000,1.7065,8.2799
5/1/2000,1.709,8.2799
5/2/2000,1.7178,8.2799
5/3/2000,1.7215,8.2799
5/4/2000,1.722,8.2799
5/5/2000,1.7222,8.2799
5/8/2000,1.7235,8.2798
5/9/2000,1.7295,8.279
5/10/2000,1.729,8.2785
5/11/2000,1.7263,8.2782
5/12/2000,1.7278,8.2778
5/15/2000,1.7335,8.2777
5/16/2000,1.7325,8.2772
5/17/2000,1.734,8.2768
5/18/2000,1.734,8.2773
5/19/2000,1.7275,8.2768
5/22/2000,1.7317,8.277
5/23/2000,1.735,8.2768
5/24/2000,1.737,8.2769
5/25/2000,1.7328,8.2773
5/26/2000,1.7343,8.2771
5/29/2000,ND,ND
5/30/2000,1.7332,8.2772
5/31/2000,1.7345,8.2773
6/1/2000,1.732,8.2771
6/2/2000,1.724,8.2771
6/5/2000,1.7205,8.277
6/6/2000,1.7205,8.2773
6/7/2000,1.722,8.2773
6/8/2000,1.7205,8.2775
6/9/2000,1.723,8.2772
6/12/2000,1.7225,8.2771
6/13/2000,1.7213,8.277
6/14/2000,1.7215,8.2768
6/15/2000,1.7245,8.2768
6/16/2000,1.7258,8.2768
6/19/2000,1.7322,8.2768
6/20/2000,1.733,8.2772
6/21/2000,1.734,8.2772
6/22/2000,1.7345,8.2771
6/23/2000,1.7325,8.2769
6/26/2000,1.7341,8.2773
6/27/2000,1.7343,8.2774
6/28/2000,1.735,8.2775
6/29/2000,1.7345,8.278
6/30/2000,1.7275,8.2782
7/3/2000,1.7327,8.2786
7/4/2000,ND,ND
7/5/2000,1.738,8.2787
7/6/2000,1.7367,8.2791
7/7/2000,1.737,8.2793
7/10/2000,1.7385,8.2795
7/11/2000,1.7435,8.2794
7/12/2000,1.7435,8.2795
7/13/2000,1.7435,8.2791
7/14/2000,1.7432,8.2796
7/17/2000,1.7478,8.2791
7/18/2000,1.7465,8.2796
7/19/2000,1.746,8.2796
7/20/2000,1.7458,8.2796
7/21/2000,1.748,8.2795
7/24/2000,1.7447,8.2798
7/25/2000,1.7455,8.2797
7/26/2000,1.7428,8.2796
7/27/2000,1.7346,8.2793
7/28/2000,1.735,8.2794
7/31/2000,1.7342,8.2792
8/1/2000,1.732,8.2788
8/2/2000,1.727,8.2791
8/3/2000,1.7248,8.2796
8/4/2000,1.7215,8.2798
8/7/2000,1.7268,8.2799
8/8/2000,1.7255,8.2799
8/9/2000,1.721,8.2798
8/10/2000,1.7145,8.2799
8/11/2000,1.7133,8.2796
8/14/2000,1.7163,8.2795
8/15/2000,1.719,8.2788
8/16/2000,1.7175,8.2797
8/17/2000,1.7163,8.2799
8/18/2000,1.7187,8.2797
8/21/2000,1.717,8.2799
8/22/2000,1.717,8.2799
8/23/2000,1.719,8.2793
8/24/2000,1.7215,8.2799
8/25/2000,1.721,8.2799
8/28/2000,1.719,8.2799
8/29/2000,1.7208,8.2799
8/30/2000,1.7228,8.2788
8/31/2000,1.7213,8.2786
9/1/2000,1.721,8.2787
9/4/2000,ND,ND
9/5/2000,1.727,8.279
9/6/2000,1.732,8.2794
9/7/2000,1.7323,8.279
9/8/2000,1.7372,8.2794
9/11/2000,1.738,8.2786
9/12/2000,1.742,8.2787
9/13/2000,1.7455,8.277
9/14/2000,1.7405,8.2773
9/15/2000,1.7442,8.2771
9/18/2000,1.7478,8.2772
9/19/2000,1.744,8.2779
9/20/2000,1.7485,8.2775
9/21/2000,1.747,8.2778
9/22/2000,1.749,8.2787
9/25/2000,1.747,8.2793
9/26/2000,1.7415,8.2791
9/27/2000,1.7435,8.2795
9/28/2000,1.744,8.2799
9/29/2000,1.7395,8.2798
10/2/2000,1.742,8.279
10/3/2000,1.7442,8.279
10/4/2000,1.7505,8.279
10/5/2000,1.7496,8.279
10/6/2000,1.749,8.279
10/9/2000,ND,ND
10/10/2000,1.75,8.2789
10/11/2000,1.7504,8.2786
10/12/2000,1.7555,8.2786
10/13/2000,1.7545,8.2784
10/16/2000,1.754,8.2781
10/17/2000,1.7555,8.2784
10/18/2000,1.757,8.2781
10/19/2000,1.7523,8.278
10/20/2000,1.7547,8.2778
10/23/2000,1.7547,8.2784
10/24/2000,1.7515,8.2784
10/25/2000,1.7545,8.2782
10/26/2000,1.7553,8.2785
10/27/2000,1.7558,8.2788
10/30/2000,1.7556,8.278
10/31/2000,1.7568,8.2775
11/1/2000,1.7447,8.2773
11/2/2000,1.7433,8.277
11/3/2000,1.7335,8.2768
11/6/2000,1.7323,8.2771
11/7/2000,1.7364,8.2769
11/8/2000,1.7383,8.2772
11/9/2000,1.7405,8.2768
11/10/2000,1.7432,8.2772
11/13/2000,1.7435,8.2768
11/14/2000,1.744,8.2773
11/15/2000,1.7455,8.2768
11/16/2000,1.7525,8.2773
11/17/2000,1.7545,8.2769
11/20/2000,1.757,8.2779
11/21/2000,1.7569,8.2786
11/22/2000,1.7555,8.2782
11/23/2000,ND,ND
11/24/2000,1.76,8.2779
11/27/2000,1.7542,8.278
11/28/2000,1.756,8.2777
11/29/2000,1.7575,8.2774
11/30/2000,1.7547,8.2777
12/1/2000,1.749,8.2775
12/4/2000,1.7445,8.2771
12/5/2000,1.7438,8.277
12/6/2000,1.743,8.277
12/7/2000,1.7335,8.277
12/8/2000,1.7363,8.2769
12/11/2000,1.7332,8.2773
12/12/2000,1.7355,8.2771
12/13/2000,1.7415,8.277
12/14/2000,1.738,8.2768
12/15/2000,1.7355,8.2768
12/18/2000,1.7373,8.2774
12/19/2000,1.7375,8.2772
12/20/2000,1.7318,8.2769
12/21/2000,1.7317,8.2768
12/22/2000,1.7258,8.2777
12/25/2000,ND,ND
12/26/2000,1.727,8.2769
12/27/2000,1.7325,8.277
12/28/2000,1.7335,8.2781
12/29/2000,1.7315,8.2774
1/1/2001,ND,ND
1/2/2001,1.737,8.2779
1/3/2001,1.7325,8.2773
1/4/2001,1.737,8.2781
1/5/2001,1.7322,8.2775
1/8/2001,1.7275,8.2778
1/9/2001,1.7328,8.2771
1/10/2001,1.7333,8.2769
1/11/2001,1.7352,8.2767
1/12/2001,1.7328,8.2768
1/15/2001,ND,ND
1/16/2001,1.7338,8.2766
1/17/2001,1.734,8.2764
1/18/2001,1.7393,8.2764
1/19/2001,1.738,8.2764
1/22/2001,1.7373,8.2782
1/23/2001,1.7425,8.2786
1/24/2001,1.7445,8.2786
1/25/2001,1.742,8.2786
1/26/2001,1.75,8.2786
1/29/2001,1.747,8.2786
1/30/2001,1.746,8.2786
1/31/2001,1.7438,8.2781
2/1/2001,1.737,8.2772
2/2/2001,1.739,8.2774
2/5/2001,1.7413,8.277
2/6/2001,1.7435,8.2766
2/7/2001,1.7485,8.2765
2/8/2001,1.748,8.2763
2/9/2001,1.747,8.2764
2/12/2001,1.7458,8.2774
2/13/2001,1.7453,8.2765
2/14/2001,1.7455,8.2764
2/15/2001,1.7435,8.2772
2/16/2001,1.7386,8.277
2/19/2001,ND,ND
2/20/2001,1.74,8.2767
2/21/2001,1.7445,8.2772
2/22/2001,1.7445,8.2769
2/23/2001,1.7448,8.2774
2/26/2001,1.7443,8.2776
2/27/2001,1.741,8.2781
2/28/2001,1.7451,8.2783
3/1/2001,1.7468,8.2778
3/2/2001,1.75,8.2782
3/5/2001,1.7565,8.2777
3/6/2001,1.7565,8.2778
3/7/2001,1.7588,8.2773
3/8/2001,1.7565,8.277
3/9/2001,1.7558,8.2774
3/12/2001,1.7618,8.2784
3/13/2001,1.7612,8.2783
3/14/2001,1.767,8.2778
3/15/2001,1.77,8.2776
3/16/2001,1.7775,8.2771
3/19/2001,1.7685,8.2772
3/20/2001,1.7765,8.2772
3/21/2001,1.7855,8.2771
3/22/2001,1.789,8.2768
3/23/2001,1.7847,8.2773
3/26/2001,1.793,8.2771
3/27/2001,1.7923,8.2773
3/28/2001,1.7975,8.2777
3/29/2001,1.801,8.2779
3/30/2001,1.805,8.2777
4/2/2001,1.8157,8.2776
4/3/2001,1.8115,8.2772
4/4/2001,1.8166,8.2771
4/5/2001,1.809,8.2768
4/6/2001,1.814,8.2767
4/9/2001,1.8162,8.277
4/10/2001,1.8135,8.2769
4/11/2001,1.807,8.2769
4/12/2001,1.8035,8.2772
4/13/2001,1.805,8.2769
4/16/2001,1.8117,8.2769
4/17/2001,1.8085,8.2775
4/18/2001,1.7998,8.2775
4/19/2001,1.8065,8.2773
4/20/2001,1.8136,8.2775
4/23/2001,1.8072,8.277
4/24/2001,1.8135,8.2769
4/25/2001,1.8175,8.2767
4/26/2001,1.817,8.2769
4/27/2001,1.819,8.2773
4/30/2001,1.821,8.2774
5/1/2001,1.8135,8.2774
5/2/2001,1.8164,8.2774
5/3/2001,1.821,8.2774
5/4/2001,1.8225,8.2774
5/7/2001,1.8255,8.2774
5/8/2001,1.8234,8.2785
5/9/2001,1.823,8.2775
5/10/2001,1.8165,8.2771
5/11/2001,1.8132,8.2771
5/14/2001,1.819,8.2771
5/15/2001,1.8191,8.2709
5/16/2001,1.813,8.2769
5/17/2001,1.8087,8.2767
5/18/2001,1.8113,8.2768
5/21/2001,1.8108,8.2778
5/22/2001,1.8098,8.2774
5/23/2001,1.8052,8.2771
5/24/2001,1.8005,8.277
5/25/2001,1.8093,8.2771
5/28/2001,ND,ND
5/29/2001,1.8085,8.2768
5/30/2001,1.811,8.2777
5/31/2001,1.8095,8.277
6/1/2001,1.814,8.2777
6/4/2001,1.816,8.277
6/5/2001,1.812,8.2769
6/6/2001,1.8135,8.2772
6/7/2001,1.8095,8.2767
6/8/2001,1.8094,8.2767
6/11/2001,1.814,8.2767
6/12/2001,1.8165,8.2771
6/13/2001,1.8165,8.2779
6/14/2001,1.814,8.2773
6/15/2001,1.816,8.277
6/18/2001,1.8173,8.277
6/19/2001,1.8175,8.2779
6/20/2001,1.8202,8.277
6/21/2001,1.8233,8.2769
6/22/2001,1.821,8.2767
6/25/2001,1.8192,8.2768
6/26/2001,1.8205,8.2768
6/27/2001,1.8215,8.2768
6/28/2001,1.823,8.277
6/29/2001,1.8225,8.2767
7/2/2001,1.8227,8.277
7/3/2001,1.8232,8.2767
7/4/2001,ND,ND
7/5/2001,1.825,8.2767
7/6/2001,1.8275,8.2768
7/9/2001,1.8281,8.2767
7/10/2001,1.8347,8.277
7/11/2001,1.8365,8.2769
7/12/2001,1.8347,8.2769
7/13/2001,1.8375,8.2767
7/16/2001,1.8365,8.2767
7/17/2001,1.8338,8.2769
7/18/2001,1.83,8.277
7/19/2001,1.826,8.2768
7/20/2001,1.824,8.2768
7/23/2001,1.8265,8.277
7/24/2001,1.8184,8.2773
7/25/2001,1.8175,8.277
7/26/2001,1.8025,8.2771
7/27/2001,1.7957,8.277
7/30/2001,1.8046,8.2767
7/31/2001,1.8031,8.277
8/1/2001,1.8055,8.2769
8/2/2001,1.7815,8.2768
8/3/2001,1.7762,8.2768
8/6/2001,1.7816,8.277
8/7/2001,1.78,8.2772
8/8/2001,1.7765,8.2773
8/9/2001,1.7758,8.2773
8/10/2001,1.761,8.2768
8/13/2001,1.7582,8.2771
8/14/2001,1.7575,8.2773
8/15/2001,1.7465,8.2771
8/16/2001,1.7467,8.277
8/17/2001,1.7525,8.2768
8/20/2001,1.758,8.2768
8/21/2001,1.756,8.2768
8/22/2001,1.7526,8.2769
8/23/2001,1.7547,8.2768
8/24/2001,1.751,8.2773
8/27/2001,1.7485,8.277
8/28/2001,1.752,8.2768
8/29/2001,1.7485,8.2769
8/30/2001,1.748,8.2767
8/31/2001,1.7415,8.2769
9/3/2001,ND,ND
9/4/2001,1.747,8.2768
9/5/2001,1.7498,8.277
9/6/2001,1.75,8.2768
9/7/2001,1.7485,8.2767
9/10/2001,1.7514,8.2767
9/11/2001,ND,ND
9/12/2001,1.7398,8.2769
9/13/2001,1.7395,8.2768
9/14/2001,1.732,8.2766
9/17/2001,1.7323,8.2767
9/18/2001,1.7344,8.2768
9/19/2001,1.7395,8.2766
9/20/2001,1.7365,8.2766
9/21/2001,1.7454,8.2767
9/24/2001,1.7663,8.277
9/25/2001,1.7745,8.2772
9/26/2001,1.7695,8.2769
9/27/2001,1.765,8.2769
9/28/2001,1.7669,8.2768
10/1/2001,1.7694,8.2768
10/2/2001,1.7788,8.2768
10/3/2001,1.7754,8.2768
10/4/2001,1.7806,8.2768
10/5/2001,1.7906,8.2768
10/8/2001,ND,ND
10/9/2001,1.804,8.2769
10/10/2001,1.812,8.2768
10/11/2001,1.819,8.2766
10/12/2001,1.819,8.2765
10/15/2001,1.8098,8.2766
10/16/2001,1.818,8.2767
10/17/2001,1.8166,8.2769
10/18/2001,1.8201,8.277
10/19/2001,1.824,8.2768
10/22/2001,1.8289,8.277
10/23/2001,1.8265,8.2768
10/24/2001,1.8282,8.2767
10/25/2001,1.8253,8.2769
10/26/2001,1.8275,8.277
10/29/2001,1.8293,8.277
10/30/2001,1.8231,8.2768
10/31/2001,1.8235,8.2768
11/1/2001,1.8289,8.2769
11/2/2001,1.8251,8.2769
11/5/2001,1.822,8.2768
11/6/2001,1.8181,8.2767
11/7/2001,1.814,8.2766
11/8/2001,1.8175,8.2766
11/9/2001,1.8231,8.2766
11/12/2001,ND,ND
11/13/2001,1.8266,8.2765
11/14/2001,1.8257,8.2767
11/15/2001,1.8335,8.277
11/16/2001,1.836,8.2771
11/19/2001,1.8405,8.277
11/20/2001,1.8358,8.2769
11/21/2001,1.8375,8.2769
11/22/2001,ND,ND
11/23/2001,1.8385,8.2769
11/26/2001,1.8345,8.277
11/27/2001,1.8349,8.277
11/28/2001,1.8327,8.2772
11/29/2001,1.8347,8.2774
11/30/2001,1.831,8.2772
12/3/2001,1.838,8.277
12/4/2001,1.836,8.2771
12/5/2001,1.8355,8.2772
12/6/2001,1.8291,8.2773
12/7/2001,1.8339,8.2772
12/10/2001,1.833,8.277
12/11/2001,1.8328,8.2768
12/12/2001,1.831,8.2768
12/13/2001,1.8315,8.2767
12/14/2001,1.8372,8.2768
12/17/2001,1.8385,8.2769
12/18/2001,1.838,8.2768
12/19/2001,1.8334,8.2767
12/20/2001,1.8375,8.2766
12/21/2001,1.8387,8.2767
12/24/2001,1.84,8.2766
12/25/2001,ND,ND
12/26/2001,1.848,8.2766
12/27/2001,1.854,8.2676
12/28/2001,1.85,8.277
12/31/2001,1.847,8.2766
1/1/2002,ND,ND
1/2/2002,1.8525,8.2766
1/3/2002,1.8495,8.2766
1/4/2002,1.844,8.2768
1/7/2002,1.8455,8.2767
1/8/2002,1.848,8.2766
1/9/2002,1.8472,8.2767
1/10/2002,1.846,8.2766
1/11/2002,1.8416,8.2768
1/14/2002,1.8335,8.28
1/15/2002,1.826,8.28
1/16/2002,1.8325,8.28
1/17/2002,1.833,8.2768
1/18/2002,1.8352,8.2767
1/21/2002,ND,ND
1/22/2002,1.8403,8.2767
1/23/2002,1.8395,8.2765
1/24/2002,1.84,8.2767
1/25/2002,1.8335,8.2765
1/28/2002,1.8335,8.2767
1/29/2002,1.834,8.2766
1/30/2002,1.8355,8.2765
1/31/2002,1.8365,8.2765
2/1/2002,1.835,8.2766
2/4/2002,1.8345,8.2766
2/5/2002,1.8347,8.2765
2/6/2002,1.832,8.2767
2/7/2002,1.8301,8.2766
2/8/2002,1.8335,8.2767
2/11/2002,1.8309,8.2768
2/12/2002,1.8295,8.2768
2/13/2002,1.83,8.2768
2/14/2002,1.8205,8.2768
2/15/2002,1.8255,8.2768
2/18/2002,ND,ND
2/19/2002,1.8302,8.277
2/20/2002,1.829,8.2768
2/21/2002,1.8313,8.2766
2/22/2002,1.8328,8.2765
2/25/2002,1.8317,8.2765
2/26/2002,1.8337,8.2767
2/27/2002,1.837,8.2765
2/28/2002,1.8315,8.2765
3/1/2002,1.8314,8.2766
3/4/2002,1.826,8.2767
3/5/2002,1.8242,8.277
3/6/2002,1.825,8.2766
3/7/2002,1.8176,8.2771
3/8/2002,1.8215,8.2771
3/11/2002,1.8196,8.2769
3/12/2002,1.8215,8.2767
3/13/2002,1.8248,8.28
3/14/2002,1.8218,8.2774
3/15/2002,1.8217,8.278
3/18/2002,1.8275,8.2773
3/19/2002,1.8304,8.2775
3/20/2002,1.8276,8.2774
3/21/2002,1.8287,8.2772
3/22/2002,1.8335,8.277
3/25/2002,1.8395,8.2769
3/26/2002,1.849,8.2771
3/27/2002,1.8426,8.2772
3/28/2002,1.8437,8.2774
3/29/2002,1.8425,8.2774
4/1/2002,1.8468,8.278
4/2/2002,1.8472,8.2772
4/3/2002,1.8423,8.2773
4/4/2002,1.8418,8.2771
4/5/2002,1.8356,8.277
4/8/2002,1.8363,8.277
4/9/2002,1.8366,8.2769
4/10/2002,1.8353,8.2771
4/11/2002,1.8375,8.2772
4/12/2002,1.8375,8.2772
4/15/2002,1.8367,8.2771
4/16/2002,1.834,8.2772
4/17/2002,1.8287,8.2772
4/18/2002,1.8236,8.2772
4/19/2002,1.8222,8.2775
4/22/2002,1.814,8.2772
4/23/2002,1.8183,8.2773
4/24/2002,1.8155,8.2774
4/25/2002,1.812,8.2774
4/26/2002,1.804,8.2773
4/29/2002,1.809,8.277
4/30/2002,1.813,8.2773
5/1/2002,1.8072,8.2773
5/2/2002,1.8115,8.2773
5/3/2002,1.805,8.2773
5/6/2002,1.8011,8.2774
5/7/2002,1.8081,8.2774
5/8/2002,1.8085,8.2775
5/9/2002,1.8095,8.2772
5/10/2002,1.8047,8.2771
5/13/2002,1.8029,8.2769
5/14/2002,1.808,8.277
5/15/2002,1.8055,8.2769
5/16/2002,1.806,8.2768
5/17/2002,1.7967,8.2769
5/20/2002,1.7922,8.2769
5/21/2002,1.789,8.2769
5/22/2002,1.7925,8.277
5/23/2002,1.8003,8.277
5/24/2002,1.799,8.2771
5/27/2002,ND,ND
5/28/2002,1.7935,8.2766
5/29/2002,1.793,8.2766
5/30/2002,1.7859,8.2766
5/31/2002,1.788,8.2765
6/3/2002,1.7855,8.2767
6/4/2002,1.786,8.2768
6/5/2002,1.7957,8.2769
6/6/2002,1.7972,8.277
6/7/2002,1.791,8.277
6/10/2002,1.7915,8.277
6/11/2002,1.7925,8.2768
6/12/2002,1.7875,8.2769
6/13/2002,1.7845,8.2769
6/14/2002,1.7885,8.27
6/17/2002,1.7895,8.2773
6/18/2002,1.7935,8.2775
6/19/2002,1.7866,8.2774
6/20/2002,1.7791,8.2772
6/21/2002,1.7715,8.2771
6/24/2002,1.7674,8.277
6/25/2002,1.7723,8.2771
6/26/2002,1.7685,8.2772
6/27/2002,1.768,8.2771
6/28/2002,1.766,8.2771
7/1/2002,1.7694,8.277
7/2/2002,1.7717,8.2769
7/3/2002,1.7685,8.2768
7/4/2002,ND,ND
7/5/2002,1.77,8.2766
7/8/2002,1.7627,8.2767
7/9/2002,1.7545,8.2766
7/10/2002,1.7515,8.2767
7/11/2002,1.748,8.2768
7/12/2002,1.7441,8.2767
7/15/2002,1.739,8.2768
7/16/2002,1.7382,8.2769
7/17/2002,1.7397,8.2769
7/18/2002,1.7425,8.2768
7/19/2002,1.731,8.2769
7/22/2002,1.7335,8.277
7/23/2002,1.7434,8.2771
7/24/2002,1.744,8.2769
7/25/2002,1.7445,8.277
7/26/2002,1.7625,8.2768
7/29/2002,1.7691,8.2767
7/30/2002,1.763,8.2766
7/31/2002,1.763,8.2767
8/1/2002,1.7567,8.2766
8/2/2002,1.7518,8.2768
8/5/2002,1.756,8.2767
8/6/2002,1.773,8.2768
8/7/2002,1.7663,8.2769
8/8/2002,1.771,8.2767
8/9/2002,1.764,8.2766
8/12/2002,1.7598,8.2768
8/13/2002,1.7595,8.2767
8/14/2002,1.7452,8.2766
8/15/2002,1.747,8.2768
8/16/2002,1.7475,8.2768
8/19/2002,1.7517,8.2767
8/20/2002,1.75,8.2768
8/21/2002,1.7487,8.2766
8/22/2002,1.759,8.2766
8/23/2002,1.7556,8.2767
8/26/2002,1.7574,8.2766
8/27/2002,1.7482,8.2767
8/28/2002,1.7479,8.2768
8/29/2002,1.7503,8.2767
8/30/2002,1.75,8.2768
9/2/2002,ND,ND
9/3/2002,1.746,8.277
9/4/2002,1.75,8.2771
9/5/2002,1.748,8.2772
9/6/2002,1.749,8.277
9/9/2002,1.7505,8.277
9/10/2002,1.7576,8.277
9/11/2002,1.7597,8.277
9/12/2002,1.7625,8.2768
9/13/2002,1.771,8.2768
9/16/2002,1.7815,8.2768
9/17/2002,1.779,8.2769
9/18/2002,1.7724,8.277
9/19/2002,1.7712,8.277
9/20/2002,1.7783,8.2769
9/23/2002,1.782,8.2771
9/24/2002,1.7808,8.2771
9/25/2002,1.7838,8.2769
9/26/2002,1.7845,8.2772
9/27/2002,1.779,8.2773
9/30/2002,1.778,8.2774
10/1/2002,1.7887,8.2774
10/2/2002,1.7867,8.2774
10/3/2002,1.7848,8.2774
10/4/2002,1.7827,8.2774
10/7/2002,1.7922,8.2774
10/8/2002,1.7885,8.2774
10/9/2002,1.786,8.2772
10/10/2002,1.794,8.2771
10/11/2002,1.7935,8.277
10/14/2002,ND,ND
10/15/2002,1.8035,8.2768
10/16/2002,1.789,8.2768
10/17/2002,1.785,8.2768
10/18/2002,1.7913,8.2768
10/21/2002,1.7834,8.2769
10/22/2002,1.7829,8.2771
10/23/2002,1.7797,8.277
10/24/2002,1.784,8.2771
10/25/2002,1.775,8.2773
10/28/2002,1.7766,8.2774
10/29/2002,1.7675,8.2773
10/30/2002,1.772,8.2772
10/31/2002,1.7672,8.2771
11/1/2002,1.763,8.2772
11/4/2002,1.7635,8.2774
11/5/2002,1.7581,8.2771
11/6/2002,1.7673,8.2771
11/7/2002,1.764,8.2771
11/8/2002,1.759,8.2771
11/11/2002,ND,ND
11/12/2002,1.764,8.2771
11/13/2002,1.7663,8.2771
11/14/2002,1.7618,8.2771
11/15/2002,1.763,8.2771
11/18/2002,1.7648,8.2771
11/19/2002,1.7675,8.2771
11/20/2002,1.7697,8.2771
11/21/2002,1.7705,8.2771
11/22/2002,1.77,8.2774
11/25/2002,1.7735,8.2774
11/26/2002,1.7643,8.2771
11/27/2002,1.764,8.2772
11/28/2002,ND,ND
11/29/2002,1.7672,8.2773
12/2/2002,1.7723,8.2773
12/3/2002,1.7715,8.2772
12/4/2002,1.771,8.2773
12/5/2002,1.776,8.2771
12/6/2002,1.7672,8.2773
12/9/2002,1.7653,8.2776
12/10/2002,1.7663,8.2771
12/11/2002,1.763,8.2773
12/12/2002,1.76,8.2773
12/13/2002,1.748,8.2771
12/16/2002,1.749,8.2773
12/17/2002,1.748,8.2776
12/18/2002,1.7457,8.2774
12/19/2002,1.745,8.28
12/20/2002,1.7442,8.28
12/23/2002,1.7408,8.2775
12/24/2002,1.738,8.2776
12/25/2002,ND,ND
12/26/2002,1.739,8.2773
12/27/2002,1.7355,8.2773
12/30/2002,1.7352,8.2773
12/31/2002,1.7352,8.28
1/1/2003,ND,ND
1/2/2003,1.7448,8.28
1/3/2003,1.744,8.2768
1/6/2003,1.7372,8.28
1/7/2003,1.743,8.2767
1/8/2003,1.739,8.2766
1/9/2003,1.7409,8.2766
1/10/2003,1.7385,8.2767
1/13/2003,1.7375,8.2768
1/14/2003,1.7328,8.28
1/15/2003,1.7342,8.277
1/16/2003,1.7333,8.2771
1/17/2003,1.733,8.2771
1/20/2003,ND,ND
1/21/2003,1.7355,8.2771
1/22/2003,1.733,8.2771
1/23/2003,1.7308,8.2771
1/24/2003,1.731,8.2768
1/27/2003,1.731,8.2768
1/28/2003,1.733,8.2767
1/29/2003,1.7308,8.2768
1/30/2003,1.739,8.28
1/31/2003,1.7396,8.2768
2/3/2003,1.7423,8.2768
2/4/2003,1.7378,8.28
2/5/2003,1.7425,8.28
2/6/2003,1.74,8.28
2/7/2003,1.7473,8.28
2/10/2003,1.758,8.2773
2/11/2003,1.7538,8.2775
2/12/2003,1.7582,8.2778
2/13/2003,1.754,8.2773
2/14/2003,1.7538,8.2773
2/17/2003,ND,ND
2/18/2003,1.7509,8.2772
2/19/2003,1.7506,8.2775
2/20/2003,1.7435,8.2776
2/21/2003,1.7445,8.2776
2/24/2003,1.739,8.2777
2/25/2003,1.7325,8.2778
2/26/2003,1.7355,8.2774
2/27/2003,1.7361,8.2775
2/28/2003,1.7374,8.2775
3/3/2003,1.7365,8.2775
3/4/2003,1.7365,8.2774
3/5/2003,1.7325,8.2775
3/6/2003,1.7369,8.2776
3/7/2003,1.7355,8.2774
3/10/2003,1.7348,8.2772
3/11/2003,1.7389,8.277
3/12/2003,1.7468,8.2771
3/13/2003,1.7502,8.2771
3/14/2003,1.7592,8.2772
3/17/2003,1.7658,8.2772
3/18/2003,1.767,8.2772
3/19/2003,1.7724,8.2773
3/20/2003,1.765,8.2773
3/21/2003,1.7713,8.2773
3/24/2003,1.7658,8.2774
3/25/2003,1.7667,8.2771
3/26/2003,1.77,8.2775
3/27/2003,1.768,8.2772
3/28/2003,1.773,8.2771
3/31/2003,1.7645,8.2774
4/1/2003,1.7714,8.2773
4/2/2003,1.772,8.277
4/3/2003,1.779,8.2771
4/4/2003,1.7763,8.2771
